2026-06-29 14:23:05,873 | [META-RNW] | INFO | __main__ | Run ID: 20260629_142305_meta_renewed | dropout=0.50 | patience=40 | lr=1e-04 | wd=1e-02
2026-06-29 14:23:05,874 | [META-RNW] | INFO | __main__ | Log file: /home/leggo/AIResearch/VOGBasedMCIDetectionSystemMobileViTSingleExperimentInference/outputs/logs/run_20260629_142305_meta_renewed.log
2026-06-29 14:32:48,750 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [037/500] T-Acc:  72.7%  V-Acc:  40.0%  V-AUROC: 0.4000  LR: 4.00e-06
2026-06-29 14:32:49,191 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [038/500] T-Acc:  72.7%  V-Acc:  40.0%  V-AUROC: 0.4000  LR: 4.00e-06
2026-06-29 14:32:49,639 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [039/500] T-Acc:  77.3%  V-Acc:  40.0%  V-AUROC: 0.4000  LR: 4.00e-06
2026-06-29 14:32:50,042 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [040/500] T-Acc:  81.8%  V-Acc:  40.0%  V-AUROC: 0.4000  LR: 4.00e-06
2026-06-29 14:32:50,448 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [041/500] T-Acc:  95.5%  V-Acc:  40.0%  V-AUROC: 0.4000  LR: 4.00e-06
2026-06-29 14:32:50,817 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [042/500] T-Acc:  81.8%  V-Acc:  40.0%  V-AUROC: 0.4000  LR: 1.00e-06
2026-06-29 14:32:51,232 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [043/500] T-Acc:  95.5%  V-Acc:  40.0%  V-AUROC: 0.4000  LR: 1.00e-06
2026-06-29 14:32:51,623 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [044/500] T-Acc:  72.7%  V-Acc:  40.0%  V-AUROC: 0.4000  LR: 1.00e-06
2026-06-29 14:32:52,059 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [045/500] T-Acc:  90.9%  V-Acc:  40.0%  V-AUROC: 0.4000  LR: 1.00e-06
2026-06-29 14:32:52,453 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [046/500] T-Acc:  77.3%  V-Acc:  40.0%  V-AUROC: 0.4000  LR: 1.00e-06
2026-06-29 14:32:52,820 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [047/500] T-Acc:  86.4%  V-Acc:  40.0%  V-AUROC: 0.4000  LR: 1.00e-06
2026-06-29 14:32:53,250 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [048/500] T-Acc:  86.4%  V-Acc:  40.0%  V-AUROC: 0.4000  LR: 1.00e-06
2026-06-29 14:32:53,251 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Early stop — best AUROC 0.6400 at epoch 8 (no improvement for 40 epochs)
2026-06-29 14:32:53,251 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Done. Best AUROC: 0.6400 (epoch 8)
2026-06-29 14:32:53,357 | [META-RNW] | INFO | meta_classifier_renewed.evaluators.monte_carlo_evaluator | -> Fold 24 Result | Acc=0.400 Sens=0.800 Spec=0.000 AUROC=0.400 (Fixed Threshold: 0.5)
2026-06-29 14:32:53,376 | [META-RNW] | INFO | meta_classifier_renewed.evaluators.monte_carlo_evaluator | === Fold 25/30 | train: 22 subj | test: 10 subj ===
2026-06-29 14:32:53,389 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Device: cuda | max_epochs=500 | batch=8 | es_patience=40 | lr=1e-04 | wd=1e-02
2026-06-29 14:32:53,390 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | CE weights — HC: 1.000  MCI: 1.000
2026-06-29 14:32:53,860 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [001/500] T-Acc:  50.0%  V-Acc:  70.0%  V-AUROC: 0.5714  LR: 2.00e-05
2026-06-29 14:32:53,968 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer |   ↳ new best AUROC; saved checkpoint: /home/leggo/AIResearch/VOGBasedMCIDetectionSystemMobileViTSingleExperimentInference/outputs/checkpoints/run_20260629_142305_meta_renewed/fold_24_best.pth
2026-06-29 14:32:54,385 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [002/500] T-Acc:  59.1%  V-Acc:  70.0%  V-AUROC: 0.5714  LR: 4.00e-05
2026-06-29 14:32:54,850 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [003/500] T-Acc:  45.5%  V-Acc:  30.0%  V-AUROC: 0.5714  LR: 6.00e-05
2026-06-29 14:32:55,299 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [004/500] T-Acc:  54.5%  V-Acc:  30.0%  V-AUROC: 0.5714  LR: 8.00e-05
2026-06-29 14:32:55,731 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [005/500] T-Acc:  63.6%  V-Acc:  30.0%  V-AUROC: 0.5714  LR: 1.00e-04
2026-06-29 14:32:56,162 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [006/500] T-Acc:  40.9%  V-Acc:  40.0%  V-AUROC: 0.6190  LR: 1.00e-04
2026-06-29 14:32:56,275 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer |   ↳ new best AUROC; saved checkpoint: /home/leggo/AIResearch/VOGBasedMCIDetectionSystemMobileViTSingleExperimentInference/outputs/checkpoints/run_20260629_142305_meta_renewed/fold_24_best.pth
2026-06-29 14:32:56,694 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [007/500] T-Acc:  59.1%  V-Acc:  70.0%  V-AUROC: 0.6190  LR: 1.00e-04
2026-06-29 14:32:57,140 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [008/500] T-Acc:  59.1%  V-Acc:  70.0%  V-AUROC: 0.6667  LR: 1.00e-04
2026-06-29 14:32:57,254 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer |   ↳ new best AUROC; saved checkpoint: /home/leggo/AIResearch/VOGBasedMCIDetectionSystemMobileViTSingleExperimentInference/outputs/checkpoints/run_20260629_142305_meta_renewed/fold_24_best.pth
2026-06-29 14:32:57,674 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [009/500] T-Acc:  54.5%  V-Acc:  80.0%  V-AUROC: 0.6667  LR: 1.00e-04
2026-06-29 14:32:58,130 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [010/500] T-Acc:  50.0%  V-Acc:  70.0%  V-AUROC: 0.6667  LR: 1.00e-04
2026-06-29 14:32:58,589 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [011/500] T-Acc:  45.5%  V-Acc:  40.0%  V-AUROC: 0.6667  LR: 1.00e-04
2026-06-29 14:32:59,038 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [012/500] T-Acc:  54.5%  V-Acc:  30.0%  V-AUROC: 0.6667  LR: 1.00e-04
2026-06-29 14:32:59,495 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [013/500] T-Acc:  77.3%  V-Acc:  40.0%  V-AUROC: 0.6667  LR: 1.00e-04
2026-06-29 14:32:59,959 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [014/500] T-Acc:  68.2%  V-Acc:  50.0%  V-AUROC: 0.6667  LR: 1.00e-04
2026-06-29 14:33:00,383 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [015/500] T-Acc:  72.7%  V-Acc:  70.0%  V-AUROC: 0.6667  LR: 1.00e-04
2026-06-29 14:33:00,770 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [016/500] T-Acc:  63.6%  V-Acc:  70.0%  V-AUROC: 0.6667  LR: 1.00e-04
2026-06-29 14:33:01,192 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [017/500] T-Acc:  68.2%  V-Acc:  70.0%  V-AUROC: 0.6667  LR: 1.00e-04
2026-06-29 14:33:01,606 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [018/500] T-Acc:  81.8%  V-Acc:  60.0%  V-AUROC: 0.6667  LR: 1.00e-04
2026-06-29 14:33:02,023 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [019/500] T-Acc:  63.6%  V-Acc:  70.0%  V-AUROC: 0.6667  LR: 1.00e-04
2026-06-29 14:33:02,443 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [020/500] T-Acc:  81.8%  V-Acc:  70.0%  V-AUROC: 0.6667  LR: 2.00e-05
2026-06-29 14:33:02,861 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [021/500] T-Acc:  81.8%  V-Acc:  70.0%  V-AUROC: 0.6667  LR: 2.00e-05
2026-06-29 14:33:03,310 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [022/500] T-Acc:  86.4%  V-Acc:  70.0%  V-AUROC: 0.6667  LR: 2.00e-05
2026-06-29 14:33:03,741 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [023/500] T-Acc:  63.6%  V-Acc:  70.0%  V-AUROC: 0.6667  LR: 2.00e-05
2026-06-29 14:33:04,158 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [024/500] T-Acc:  77.3%  V-Acc:  70.0%  V-AUROC: 0.6190  LR: 2.00e-05
2026-06-29 14:33:04,620 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [025/500] T-Acc:  68.2%  V-Acc:  70.0%  V-AUROC: 0.6190  LR: 2.00e-05
2026-06-29 14:33:05,087 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [026/500] T-Acc:  81.8%  V-Acc:  70.0%  V-AUROC: 0.6190  LR: 2.00e-05
2026-06-29 14:33:05,554 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [027/500] T-Acc:  77.3%  V-Acc:  70.0%  V-AUROC: 0.6190  LR: 2.00e-05
2026-06-29 14:33:05,975 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [028/500] T-Acc:  95.5%  V-Acc:  70.0%  V-AUROC: 0.6190  LR: 2.00e-05
2026-06-29 14:33:06,380 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [029/500] T-Acc:  81.8%  V-Acc:  70.0%  V-AUROC: 0.6190  LR: 2.00e-05
2026-06-29 14:33:06,802 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [030/500] T-Acc:  86.4%  V-Acc:  70.0%  V-AUROC: 0.6190  LR: 2.00e-05
2026-06-29 14:33:07,205 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [031/500] T-Acc:  77.3%  V-Acc:  70.0%  V-AUROC: 0.6190  LR: 4.00e-06
2026-06-29 14:33:07,652 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [032/500] T-Acc:  77.3%  V-Acc:  70.0%  V-AUROC: 0.6190  LR: 4.00e-06
2026-06-29 14:33:08,085 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [033/500] T-Acc:  72.7%  V-Acc:  70.0%  V-AUROC: 0.6190  LR: 4.00e-06
2026-06-29 14:33:08,496 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [034/500] T-Acc:  72.7%  V-Acc:  70.0%  V-AUROC: 0.6190  LR: 4.00e-06
2026-06-29 14:33:08,897 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [035/500] T-Acc:  77.3%  V-Acc:  70.0%  V-AUROC: 0.6190  LR: 4.00e-06
2026-06-29 14:33:09,309 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [036/500] T-Acc:  86.4%  V-Acc:  70.0%  V-AUROC: 0.6190  LR: 4.00e-06
2026-06-29 14:33:09,721 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [037/500] T-Acc:  81.8%  V-Acc:  70.0%  V-AUROC: 0.6190  LR: 4.00e-06
2026-06-29 14:33:10,125 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [038/500] T-Acc:  77.3%  V-Acc:  70.0%  V-AUROC: 0.6190  LR: 4.00e-06
2026-06-29 14:33:10,553 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [039/500] T-Acc:  81.8%  V-Acc:  70.0%  V-AUROC: 0.6190  LR: 4.00e-06
2026-06-29 14:33:10,969 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [040/500] T-Acc:  81.8%  V-Acc:  70.0%  V-AUROC: 0.6190  LR: 4.00e-06
2026-06-29 14:33:11,402 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [041/500] T-Acc:  86.4%  V-Acc:  70.0%  V-AUROC: 0.6190  LR: 4.00e-06
2026-06-29 14:33:11,870 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [042/500] T-Acc:  90.9%  V-Acc:  70.0%  V-AUROC: 0.6190  LR: 1.00e-06
2026-06-29 14:33:12,308 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [043/500] T-Acc:  90.9%  V-Acc:  70.0%  V-AUROC: 0.6190  LR: 1.00e-06
2026-06-29 14:33:12,771 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [044/500] T-Acc:  86.4%  V-Acc:  70.0%  V-AUROC: 0.6190  LR: 1.00e-06
2026-06-29 14:33:13,182 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [045/500] T-Acc:  86.4%  V-Acc:  70.0%  V-AUROC: 0.6190  LR: 1.00e-06
2026-06-29 14:33:13,605 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [046/500] T-Acc:  72.7%  V-Acc:  70.0%  V-AUROC: 0.6190  LR: 1.00e-06
2026-06-29 14:33:14,030 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [047/500] T-Acc:  86.4%  V-Acc:  70.0%  V-AUROC: 0.6190  LR: 1.00e-06
2026-06-29 14:33:14,522 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [048/500] T-Acc:  86.4%  V-Acc:  70.0%  V-AUROC: 0.6190  LR: 1.00e-06
2026-06-29 14:33:14,525 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Early stop — best AUROC 0.6667 at epoch 8 (no improvement for 40 epochs)
2026-06-29 14:33:14,525 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Done. Best AUROC: 0.6667 (epoch 8)
2026-06-29 14:33:14,641 | [META-RNW] | INFO | meta_classifier_renewed.evaluators.monte_carlo_evaluator | -> Fold 25 Result | Acc=0.700 Sens=0.714 Spec=0.667 AUROC=0.619 (Fixed Threshold: 0.5)
2026-06-29 14:33:14,658 | [META-RNW] | INFO | meta_classifier_renewed.evaluators.monte_carlo_evaluator | === Fold 26/30 | train: 22 subj | test: 10 subj ===
2026-06-29 14:33:14,672 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Device: cuda | max_epochs=500 | batch=8 | es_patience=40 | lr=1e-04 | wd=1e-02
2026-06-29 14:33:14,673 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | CE weights — HC: 1.222  MCI: 0.846
2026-06-29 14:33:15,140 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [001/500] T-Acc:  50.0%  V-Acc:  60.0%  V-AUROC: 0.4800  LR: 2.00e-05
2026-06-29 14:33:15,240 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer |   ↳ new best AUROC; saved checkpoint: /home/leggo/AIResearch/VOGBasedMCIDetectionSystemMobileViTSingleExperimentInference/outputs/checkpoints/run_20260629_142305_meta_renewed/fold_25_best.pth
2026-06-29 14:33:15,681 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [002/500] T-Acc:  59.1%  V-Acc:  50.0%  V-AUROC: 0.5200  LR: 4.00e-05
2026-06-29 14:33:15,790 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer |   ↳ new best AUROC; saved checkpoint: /home/leggo/AIResearch/VOGBasedMCIDetectionSystemMobileViTSingleExperimentInference/outputs/checkpoints/run_20260629_142305_meta_renewed/fold_25_best.pth
2026-06-29 14:33:16,228 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [003/500] T-Acc:  63.6%  V-Acc:  60.0%  V-AUROC: 0.6000  LR: 6.00e-05
2026-06-29 14:33:16,341 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer |   ↳ new best AUROC; saved checkpoint: /home/leggo/AIResearch/VOGBasedMCIDetectionSystemMobileViTSingleExperimentInference/outputs/checkpoints/run_20260629_142305_meta_renewed/fold_25_best.pth
2026-06-29 14:33:16,793 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [004/500] T-Acc:  59.1%  V-Acc:  60.0%  V-AUROC: 0.5200  LR: 8.00e-05
2026-06-29 14:33:17,255 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [005/500] T-Acc:  50.0%  V-Acc:  60.0%  V-AUROC: 0.6400  LR: 1.00e-04
2026-06-29 14:33:17,373 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer |   ↳ new best AUROC; saved checkpoint: /home/leggo/AIResearch/VOGBasedMCIDetectionSystemMobileViTSingleExperimentInference/outputs/checkpoints/run_20260629_142305_meta_renewed/fold_25_best.pth
2026-06-29 14:33:17,786 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [006/500] T-Acc:  54.5%  V-Acc:  40.0%  V-AUROC: 0.6800  LR: 1.00e-04
2026-06-29 14:33:17,891 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer |   ↳ new best AUROC; saved checkpoint: /home/leggo/AIResearch/VOGBasedMCIDetectionSystemMobileViTSingleExperimentInference/outputs/checkpoints/run_20260629_142305_meta_renewed/fold_25_best.pth
2026-06-29 14:33:18,307 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [007/500] T-Acc:  72.7%  V-Acc:  60.0%  V-AUROC: 0.6800  LR: 1.00e-04
2026-06-29 14:33:18,721 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [008/500] T-Acc:  63.6%  V-Acc:  50.0%  V-AUROC: 0.7600  LR: 1.00e-04
2026-06-29 14:33:18,835 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer |   ↳ new best AUROC; saved checkpoint: /home/leggo/AIResearch/VOGBasedMCIDetectionSystemMobileViTSingleExperimentInference/outputs/checkpoints/run_20260629_142305_meta_renewed/fold_25_best.pth
2026-06-29 14:33:19,295 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [009/500] T-Acc:  63.6%  V-Acc:  50.0%  V-AUROC: 0.8000  LR: 1.00e-04
2026-06-29 14:33:19,411 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer |   ↳ new best AUROC; saved checkpoint: /home/leggo/AIResearch/VOGBasedMCIDetectionSystemMobileViTSingleExperimentInference/outputs/checkpoints/run_20260629_142305_meta_renewed/fold_25_best.pth
2026-06-29 14:33:19,872 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [010/500] T-Acc:  59.1%  V-Acc:  60.0%  V-AUROC: 0.7200  LR: 1.00e-04
2026-06-29 14:33:20,337 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [011/500] T-Acc:  63.6%  V-Acc:  70.0%  V-AUROC: 0.7200  LR: 1.00e-04
2026-06-29 14:33:20,751 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [012/500] T-Acc:  77.3%  V-Acc:  50.0%  V-AUROC: 0.6800  LR: 1.00e-04
2026-06-29 14:33:21,184 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [013/500] T-Acc:  59.1%  V-Acc:  40.0%  V-AUROC: 0.6800  LR: 1.00e-04
2026-06-29 14:33:21,626 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [014/500] T-Acc:  54.5%  V-Acc:  60.0%  V-AUROC: 0.6800  LR: 1.00e-04
2026-06-29 14:33:22,032 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [015/500] T-Acc:  77.3%  V-Acc:  70.0%  V-AUROC: 0.7200  LR: 1.00e-04
2026-06-29 14:33:22,503 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [016/500] T-Acc:  54.5%  V-Acc:  50.0%  V-AUROC: 0.6800  LR: 1.00e-04
2026-06-29 14:33:22,920 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [017/500] T-Acc:  63.6%  V-Acc:  60.0%  V-AUROC: 0.6800  LR: 1.00e-04
2026-06-29 14:33:23,334 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [018/500] T-Acc:  63.6%  V-Acc:  70.0%  V-AUROC: 0.6800  LR: 1.00e-04
2026-06-29 14:33:23,698 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [019/500] T-Acc:  77.3%  V-Acc:  60.0%  V-AUROC: 0.6400  LR: 1.00e-04
2026-06-29 14:33:24,075 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [020/500] T-Acc:  63.6%  V-Acc:  60.0%  V-AUROC: 0.6800  LR: 1.00e-04
2026-06-29 14:33:24,486 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [021/500] T-Acc:  63.6%  V-Acc:  60.0%  V-AUROC: 0.6800  LR: 2.00e-05
2026-06-29 14:33:24,909 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [022/500] T-Acc:  72.7%  V-Acc:  70.0%  V-AUROC: 0.6800  LR: 2.00e-05
2026-06-29 14:33:25,332 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [023/500] T-Acc:  81.8%  V-Acc:  70.0%  V-AUROC: 0.6800  LR: 2.00e-05
2026-06-29 14:33:25,728 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [024/500] T-Acc:  81.8%  V-Acc:  70.0%  V-AUROC: 0.6800  LR: 2.00e-05
2026-06-29 14:33:26,125 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [025/500] T-Acc:  86.4%  V-Acc:  70.0%  V-AUROC: 0.6800  LR: 2.00e-05
2026-06-29 14:33:26,546 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [026/500] T-Acc:  68.2%  V-Acc:  60.0%  V-AUROC: 0.6400  LR: 2.00e-05
2026-06-29 14:33:27,020 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [027/500] T-Acc:  77.3%  V-Acc:  70.0%  V-AUROC: 0.6400  LR: 2.00e-05
2026-06-29 14:33:27,459 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [028/500] T-Acc:  63.6%  V-Acc:  70.0%  V-AUROC: 0.6400  LR: 2.00e-05
2026-06-29 14:33:27,864 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [029/500] T-Acc:  77.3%  V-Acc:  70.0%  V-AUROC: 0.6400  LR: 2.00e-05
2026-06-29 14:33:28,262 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [030/500] T-Acc:  77.3%  V-Acc:  70.0%  V-AUROC: 0.6400  LR: 2.00e-05
2026-06-29 14:33:28,680 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [031/500] T-Acc:  86.4%  V-Acc:  70.0%  V-AUROC: 0.6400  LR: 2.00e-05
2026-06-29 14:33:29,117 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [032/500] T-Acc:  81.8%  V-Acc:  60.0%  V-AUROC: 0.6400  LR: 4.00e-06
2026-06-29 14:33:29,579 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [033/500] T-Acc:  90.9%  V-Acc:  70.0%  V-AUROC: 0.6400  LR: 4.00e-06
2026-06-29 14:33:30,026 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [034/500] T-Acc:  77.3%  V-Acc:  70.0%  V-AUROC: 0.6400  LR: 4.00e-06
2026-06-29 14:33:30,481 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [035/500] T-Acc:  86.4%  V-Acc:  70.0%  V-AUROC: 0.6400  LR: 4.00e-06
2026-06-29 14:33:30,884 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [036/500] T-Acc:  72.7%  V-Acc:  70.0%  V-AUROC: 0.6400  LR: 4.00e-06
2026-06-29 14:33:31,239 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [037/500] T-Acc:  77.3%  V-Acc:  70.0%  V-AUROC: 0.6400  LR: 4.00e-06
2026-06-29 14:33:31,592 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [038/500] T-Acc:  86.4%  V-Acc:  70.0%  V-AUROC: 0.6400  LR: 4.00e-06
2026-06-29 14:33:31,950 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [039/500] T-Acc:  81.8%  V-Acc:  70.0%  V-AUROC: 0.6400  LR: 4.00e-06
2026-06-29 14:33:32,297 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [040/500] T-Acc:  90.9%  V-Acc:  70.0%  V-AUROC: 0.6400  LR: 4.00e-06
2026-06-29 14:33:32,680 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [041/500] T-Acc:  77.3%  V-Acc:  70.0%  V-AUROC: 0.6400  LR: 4.00e-06
2026-06-29 14:33:33,034 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [042/500] T-Acc:  63.6%  V-Acc:  70.0%  V-AUROC: 0.6400  LR: 4.00e-06
2026-06-29 14:33:33,462 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [043/500] T-Acc:  86.4%  V-Acc:  70.0%  V-AUROC: 0.6400  LR: 1.00e-06
